coin_id,authority,ribbon_path,preview_path,status,failure_reason,quality_bucket,quality_score,nonblack_fraction,nonzero_fraction,mean_intensity,std_intensity,gradient_energy,edge_density,row_variance_mean,cx,cy,radius,center_offset,mask_area_fraction,used_fallback,fallback_reason,center_method,config_id,known_hard_case
160297,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/160297.npy,,success,,good,0.7131,0.4705,0.4752,0.2996,0.3679,0.632948,0.1285,0.132835,298,296,298,58.0,0.6695,False,,bbox,baseline,False
112748,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/112748.npy,,success,,good,0.613,0.4391,0.4574,0.2606,0.3521,0.540504,0.1172,0.123722,369,283,298,116.18,0.6705,False,,bbox,baseline,False
160250,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/160250.npy,,success,,good,0.7619,0.4546,0.4647,0.3026,0.3894,0.694951,0.1139,0.149572,297,282,297,48.55,0.6627,False,,bbox,baseline,False
191740,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/191740.npy,,success,,good,0.6086,1.0,1.0,0.5264,0.1417,0.266593,0.2693,0.018895,266,221,215,36.4,0.6328,False,,bbox,baseline,False
137507,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/137507.npy,,success,,bad_geometry,0.4699,1.0,1.0,0.3561,0.0952,0.142981,0.2586,0.008594,256,256,220,0.0,0.5113,True,center_out_of_bounds,bbox,baseline,False
192141,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192141.npy,,success,,bad_geometry,0.5058,0.3667,0.3678,0.2899,0.405,0.265836,0.0628,0.163893,349,152,282,139.52,0.5299,False,,bbox,baseline,False
192055,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192055.npy,,success,,borderline,0.5393,0.8448,0.8774,0.283,0.1993,0.276148,0.1851,0.038655,184,180,164,104.69,0.5693,False,,bbox,baseline,False
191661,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/191661.npy,,success,,good,0.6732,0.7795,0.7798,0.4847,0.3354,0.44328,0.2066,0.111116,178,166,178,119.1,0.6489,False,,bbox,baseline,False
192633,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192633.npy,,success,,bad_geometry,0.6809,0.9698,0.9998,0.4128,0.2117,0.577697,0.3254,0.041549,256,256,220,0.0,0.6059,True,center_out_of_bounds,bbox,baseline,False
192647,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192647.npy,,success,,bad_geometry,0.7597,0.9969,0.9999,0.5957,0.2363,0.780265,0.3199,0.055,256,256,220,0.0,0.6816,True,center_out_of_bounds,bbox,baseline,False
119887,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/119887.npy,,success,,good,0.6218,0.4926,0.4928,0.3584,0.3985,0.389093,0.1277,0.158168,362,272,292,107.2,0.6666,False,,bbox,baseline,False
160291,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/160291.npy,,success,,good,0.6501,0.4669,0.4717,0.3212,0.392,0.510046,0.1104,0.151962,368,274,297,113.44,0.6715,False,,bbox,baseline,False
192353,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192353.npy,,success,,borderline,0.5489,0.7105,0.711,0.3795,0.3026,0.263202,0.1579,0.090669,199,154,161,116.85,0.7029,False,,bbox,baseline,False
191884,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/191884.npy,,success,,good,0.6258,1.0,1.0,0.4195,0.1155,0.297417,0.2886,0.013314,260,238,211,18.44,0.6061,False,,bbox,baseline,False
153277,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/153277.npy,,success,,bad_geometry,0.6019,0.7277,0.7288,0.565,0.3847,0.244523,0.1447,0.147707,256,256,220,0.0,0.6688,True,center_out_of_bounds,bbox,baseline,False
151354,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/151354.npy,,success,,good,0.7047,0.3943,0.4017,0.2655,0.3664,0.762453,0.1335,0.131367,297,313,304,70.21,0.6539,False,,bbox,baseline,False
164006,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/164006.npy,,success,,good,0.7007,0.5446,0.5449,0.357,0.3733,0.512997,0.1378,0.137642,296,288,283,51.22,0.6817,False,,bbox,baseline,False
169127,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/169127.npy,,success,,bad_geometry,0.5927,0.9999,1.0,0.5648,0.2186,0.331815,0.2749,0.043361,256,256,220,0.0,0.6464,True,center_out_of_bounds,bbox,baseline,False
119886,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/119886.npy,,success,,good,0.5865,0.4226,0.423,0.2876,0.3678,0.356169,0.1195,0.133324,298,288,298,52.8,0.6485,False,,bbox,baseline,False
192674,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192674.npy,,success,,bad_geometry,0.5602,0.9998,0.9998,0.4361,0.1479,0.324029,0.315,0.021639,256,256,220,0.0,0.6629,True,center_out_of_bounds,bbox,baseline,False
126772,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/126772.npy,,success,,borderline,0.4113,0.4725,0.4734,0.2078,0.2414,0.194965,0.1438,0.057075,332,301,268,88.32,0.5825,False,,bbox,baseline,False
114409,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/114409.npy,,success,,bad_geometry,0.5874,0.9781,0.9998,0.3737,0.1764,0.378986,0.2961,0.030679,256,256,220,0.0,0.5689,True,center_out_of_bounds,bbox,baseline,False
112742,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/112742.npy,,success,,good,0.7302,0.4701,0.4938,0.2884,0.3568,0.749471,0.1397,0.125922,298,300,282,60.83,0.6507,False,,bbox,baseline,False
191040,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/191040.npy,,success,,bad_geometry,0.47,1.0,1.0,0.8253,0.1552,0.098079,0.1003,0.023735,256,256,220,0.0,0.6052,True,center_out_of_bounds,bbox,baseline,False
193585,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/193585.npy,,success,,good,0.5553,0.5829,0.5838,0.232,0.2756,0.294451,0.1603,0.075202,276,276,276,28.28,0.6828,False,,bbox,baseline,False
189408,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/189408.npy,,success,,borderline,0.4984,0.4062,0.4068,0.2718,0.3933,0.182086,0.0514,0.154246,367,251,296,111.11,0.5525,False,,bbox,baseline,False
160298,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/160298.npy,,success,,good,0.5604,0.4668,0.4747,0.273,0.3229,0.429457,0.14,0.102575,345,298,279,98.41,0.6348,False,,bbox,baseline,False
126785,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/126785.npy,,success,,good,0.6042,0.6666,0.6674,0.4392,0.3306,0.28768,0.1481,0.10239,305,264,246,49.65,0.5808,False,,bbox,baseline,False
189956,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/189956.npy,,success,,bad_geometry,0.4431,0.9804,0.9999,0.2261,0.1053,0.059082,0.0964,0.009622,256,256,220,0.0,0.6285,True,center_out_of_bounds,bbox,baseline,False
192318,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/192318.npy,,success,,bad_geometry,0.5701,1.0,1.0,0.5766,0.136,0.359408,0.296,0.018105,256,256,220,0.0,0.6206,True,center_out_of_bounds,bbox,baseline,False
112871,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/112871.npy,,success,,good,0.6494,0.4453,0.4656,0.2256,0.308,0.645504,0.1288,0.093065,297,310,291,67.8,0.6679,False,,bbox,baseline,False
172220,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/172220.npy,,success,,borderline,0.517,0.353,0.3562,0.1679,0.2782,0.451778,0.1028,0.07662,302,302,288,65.05,0.5541,False,,bbox,baseline,False
189999,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/189999.npy,,success,,good,0.5806,0.9907,0.9999,0.3587,0.1321,0.220465,0.2261,0.016791,271,218,219,40.85,0.6303,False,,bbox,baseline,False
126994,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/126994.npy,,success,,borderline,0.4135,0.439,0.4396,0.2263,0.278,0.189928,0.1079,0.076374,348,303,282,103.31,0.6126,False,,bbox,baseline,False
172215,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/172215.npy,,success,,borderline,0.4726,0.3786,0.3787,0.1784,0.2723,0.328384,0.0948,0.073626,301,300,285,62.94,0.5986,False,,bbox,baseline,False
189972,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/189972.npy,,success,,bad_geometry,0.4479,0.982,0.9992,0.2601,0.1007,0.104971,0.1631,0.009831,256,256,220,0.0,0.6166,True,center_out_of_bounds,bbox,baseline,False
132851,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/132851.npy,,success,,borderline,0.5409,0.4396,0.4399,0.281,0.3562,0.359909,0.1141,0.123972,364,291,294,113.53,0.6623,False,,bbox,baseline,False
191043,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/191043.npy,,success,,bad_geometry,0.4499,0.9998,0.9998,0.5216,0.0687,0.087317,0.1819,0.004406,256,256,220,0.0,0.6763,True,center_out_of_bounds,bbox,baseline,False
161182,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/161182.npy,,success,,good,0.5721,0.5671,0.5822,0.2822,0.3095,0.361736,0.1678,0.095146,327,285,264,76.69,0.6333,False,,bbox,baseline,False
190029,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/190029.npy,,success,,bad_geometry,0.4201,0.4465,0.4467,0.1994,0.2615,0.262148,0.1367,0.06807,372,303,301,125.16,0.6885,False,,bbox,baseline,False
152366,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/152366.npy,,success,,bad_geometry,0.6852,1.0,1.0,0.493,0.1761,0.600696,0.2678,0.029832,256,256,220,0.0,0.6364,True,center_out_of_bounds,bbox,baseline,False
172249,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/172249.npy,,success,,good,0.5818,0.3735,0.3792,0.2049,0.3152,0.518732,0.116,0.09862,303,300,292,64.38,0.6011,False,,bbox,baseline,False
190997,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/190997.npy,,success,,bad_geometry,0.4691,1.0,1.0,0.7991,0.1556,0.094726,0.0949,0.024093,256,256,220,0.0,0.5556,True,center_out_of_bounds,bbox,baseline,False
134052,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/134052.npy,,success,,borderline,0.5413,0.4639,0.4642,0.2959,0.3592,0.324326,0.1237,0.12794,365,281,295,111.83,0.6689,False,,bbox,baseline,False
172235,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/172235.npy,,success,,borderline,0.5289,0.4274,0.4279,0.1945,0.2904,0.397658,0.13,0.083023,304,301,285,65.8,0.6191,False,,bbox,baseline,False
190009,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/190009.npy,,success,,good,0.6478,0.9195,0.9305,0.5371,0.2316,0.34402,0.2628,0.048262,293,235,237,42.54,0.6553,False,,bbox,baseline,False
150355,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/150355.npy,,success,,bad_geometry,0.4553,0.9977,1.0,0.409,0.1204,0.043969,0.0876,0.014392,256,256,220,0.0,0.5188,True,center_out_of_bounds,bbox,baseline,False
172129,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/172129.npy,,success,,borderline,0.4538,0.3853,0.3867,0.1877,0.2787,0.349468,0.1045,0.07719,362,300,292,114.77,0.5935,False,,bbox,baseline,False
190375,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/190375.npy,,success,,bad_geometry,0.45,1.0,1.0,0.1888,0.0285,0.004573,0.0,0.000814,256,256,220,0.0,0.5879,True,center_out_of_bounds,bbox,baseline,False
134901,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/134901.npy,,success,,good,0.619,0.4491,0.4552,0.2997,0.3692,0.488291,0.1421,0.135365,342,314,277,103.73,0.6143,False,,bbox,baseline,False
129158,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/129158.npy,,success,,bad_geometry,0.4743,0.999,1.0,0.4365,0.1059,0.152679,0.3026,0.010478,256,256,220,0.0,0.6329,True,center_out_of_bounds,bbox,baseline,False
122229,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/122229.npy,,success,,bad_geometry,0.5894,0.9783,0.9997,0.3517,0.16,0.403692,0.2965,0.02457,256,256,220,0.0,0.6318,True,center_out_of_bounds,bbox,baseline,False
135598,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/135598.npy,,success,,bad_geometry,0.5708,0.9498,0.9977,0.3454,0.1681,0.374339,0.3015,0.027157,256,256,220,0.0,0.6448,True,center_out_of_bounds,bbox,baseline,False
197119,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/197119.npy,,success,,bad_geometry,0.4675,1.0,1.0,0.8701,0.1533,0.036956,0.041,0.022902,256,256,220,0.0,0.5584,True,center_out_of_bounds,bbox,baseline,False
120018,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/120018.npy,,success,,bad_geometry,0.3858,0.3539,0.3543,0.1647,0.2469,0.305623,0.1148,0.059921,373,330,321,138.44,0.6607,False,,bbox,baseline,False
196459,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/196459.npy,,success,,good,0.5773,0.9982,0.9983,0.4919,0.153,0.211426,0.1972,0.021879,217,218,202,54.45,0.6718,False,,bbox,baseline,False
120021,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/120021.npy,,success,,borderline,0.5481,0.4553,0.4555,0.2878,0.3569,0.356305,0.1102,0.126611,365,290,295,114.18,0.6628,False,,bbox,baseline,False
196442,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/196442.npy,,success,,bad_geometry,0.6489,0.9156,0.996,0.34,0.2053,0.545845,0.2759,0.041574,256,256,220,0.0,0.6668,True,center_out_of_bounds,bbox,baseline,False
130700,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/130700.npy,,success,,bad_geometry,0.5843,0.9766,0.9989,0.3501,0.1545,0.395981,0.3159,0.023613,256,256,220,0.0,0.6266,True,center_out_of_bounds,bbox,baseline,False
112872,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/112872.npy,,success,,good,0.679,0.4779,0.4992,0.2823,0.3525,0.650546,0.1301,0.123512,352,299,284,105.19,0.6662,False,,bbox,baseline,False
114429,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/114429.npy,,success,,bad_geometry,0.5309,0.6375,0.6396,0.3869,0.3428,0.24877,0.1644,0.117099,256,256,220,0.0,0.6395,True,center_out_of_bounds,bbox,baseline,False
195882,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/195882.npy,,success,,borderline,0.506,0.9656,0.966,0.3654,0.1172,0.098248,0.1173,0.013195,220,212,178,56.85,0.5601,False,,bbox,baseline,False
155532,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/155532.npy,,success,,good,0.5692,0.4622,0.4624,0.3317,0.3869,0.33937,0.1083,0.146886,369,285,298,116.66,0.6599,False,,bbox,baseline,False
151372,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/151372.npy,,success,,good,0.6134,0.5184,0.5189,0.3138,0.3467,0.452019,0.1554,0.118551,337,300,272,92.18,0.6323,False,,bbox,baseline,False
195899,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/195899.npy,,success,,borderline,0.5337,0.6364,0.7236,0.3221,0.2975,0.216274,0.1709,0.087563,318,235,257,65.46,0.6712,False,,bbox,baseline,False
155521,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/155521.npy,,success,,good,0.5629,0.4813,0.4815,0.3445,0.3783,0.319762,0.1335,0.140876,357,304,288,111.83,0.6743,False,,bbox,baseline,False
117421,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/117421.npy,,success,,good,0.5943,0.5165,0.5168,0.3199,0.3449,0.417105,0.1217,0.117827,347,289,280,96.8,0.6668,False,,bbox,baseline,False
144179,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_002707_baseline/ribbons/144179.npy,,success,,bad_geometry,0.463,0.9975,1.0,0.4023,0.1006,0.128423,0.2892,0.009779,256,256,220,0.0,0.5116,True,center_out_of_bounds,bbox,baseline,False
