house,id,bucket,pooled_std,max_local_std,off_value,on_value,value_changed,crosses_110,w,h,error
kuenker,328033,pooled_fires,0.0,0.0,255.0,255.0,False,False,2515,1364,
kuenker,720624,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,983,
kuenker,735869,pooled_fires,0.0,0.0,255.0,255.0,False,False,1957,1063,
kuenker,720787,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,426,
kuenker,724414,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,967,
kuenker,737354,pooled_fires,0.0,0.0,255.0,255.0,False,False,1641,906,
kuenker,720662,pooled_fires,0.0,0.0,255.0,255.0,False,False,1856,902,
kuenker,720694,m1_fires,16.214,2.759,174.0,150.5,True,False,2000,666,
kuenker,327766,pooled_fires,0.0,0.0,255.0,255.0,False,False,409,392,
kuenker,735859,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1064,
kuenker,724632,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,969,
kuenker,737242,pooled_fires,0.0,0.0,255.0,255.0,False,False,1422,796,
kuenker,327762,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,400,
kuenker,736669,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1063,
kuenker,736553,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1083,
kuenker,327973,pooled_fires,0.0,0.0,255.0,255.0,False,False,1915,926,
kuenker,736786,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1091,
kuenker,328321,pooled_fires,0.0,0.0,255.0,255.0,False,False,2807,1413,
kuenker,736407,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1060,
kuenker,327978,pooled_fires,0.0,0.0,255.0,255.0,False,False,2860,1406,
kuenker,724088,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1004,
kuenker,327633,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,396,
kuenker,724277,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,915,
kuenker,724044,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1025,
kuenker,328142,pooled_fires,0.0,0.0,255.0,255.0,False,False,2703,1393,
kuenker,724587,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,786,
kuenker,724300,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,993,
kuenker,294597,pooled_fires,0.0,0.0,255.0,255.0,False,False,1143,1147,
kuenker,736387,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1072,
kuenker,720316,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1007,
kuenker,724559,pooled_fires,5.117,7.136,168.0,168.0,False,False,2000,673,
kuenker,328056,pooled_fires,0.0,0.0,255.0,255.0,False,False,2630,1356,
kuenker,327554,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,395,
kuenker,327936,pooled_fires,0.0,0.0,255.0,255.0,False,False,2762,1399,
kuenker,724288,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1005,
kuenker,720042,pooled_fires,0.0,0.0,255.0,255.0,False,False,1451,676,
kuenker,736179,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1056,
kuenker,327981,pooled_fires,0.0,0.0,255.0,255.0,False,False,2875,1409,
kuenker,720773,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,643,
kuenker,720241,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,994,
kuenker,724445,pooled_fires,0.0,0.0,246.0,246.0,False,False,2000,990,
kuenker,736060,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1058,
kuenker,328007,pooled_fires,0.0,0.0,255.0,255.0,False,False,2657,1402,
kuenker,328311,pooled_fires,0.357,0.49,255.0,255.0,False,False,1658,848,
kuenker,735889,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1084,
kuenker,736121,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1056,
kuenker,736582,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1084,
kuenker,328213,pooled_fires,0.0,0.0,255.0,255.0,False,False,3200,795,
kuenker,328227,pooled_fires,0.0,0.0,255.0,255.0,False,False,2501,1294,
kuenker,724629,pooled_fires,0.0,0.0,254.0,254.0,False,False,2000,1016,
kuenker,735793,pooled_fires,0.0,0.0,255.0,255.0,False,False,1909,1039,
kuenker,327529,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,392,
kuenker,720339,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,478,
kuenker,724146,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,999,
kuenker,720749,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,748,
kuenker,736578,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1061,
kuenker,720444,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,942,
kuenker,720859,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1010,
kuenker,327687,pooled_fires,0.0,0.0,255.0,255.0,False,False,452,458,
kuenker,736170,pooled_fires,0.0,0.0,255.0,255.0,False,False,1793,1002,
kuenker,736980,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1064,
kuenker,737090,pooled_fires,0.0,0.0,255.0,255.0,False,False,1635,902,
kuenker,719740,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,741,
kuenker,720092,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1000,
kuenker,736230,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1057,
kuenker,327724,pooled_fires,0.0,0.0,255.0,255.0,False,False,406,409,
kuenker,736580,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1062,
kuenker,720760,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,557,
kuenker,327780,pooled_fires,0.0,0.0,255.0,255.0,False,False,409,407,
kuenker,737508,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1074,
kuenker,327729,pooled_fires,0.0,0.0,255.0,255.0,False,False,409,394,
kuenker,328128,pooled_fires,0.0,0.0,255.0,255.0,False,False,2592,1398,
kuenker,294581,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1006,
kuenker,735841,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1065,
kuenker,294536,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,987,
kuenker,720306,pooled_fires,0.0,0.0,253.0,253.0,False,False,2000,960,
kuenker,327587,pooled_fires,0.0,0.0,255.0,255.0,False,False,463,443,
kuenker,328092,pooled_fires,0.0,0.0,255.0,255.0,False,False,2716,1400,
kuenker,736267,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1070,
kuenker,327909,pooled_fires,0.0,0.0,255.0,255.0,False,False,1942,874,
kuenker,719907,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,928,
kuenker,735779,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1055,
kuenker,736502,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1087,
kuenker,327778,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,125,
kuenker,724192,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,972,
kuenker,736695,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1062,
kuenker,736283,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1067,
kuenker,328363,pooled_fires,0.0,0.0,255.0,255.0,False,False,2105,1062,
kuenker,327563,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,398,
kuenker,720402,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,475,
kuenker,724385,pooled_fires,0.0,0.0,255.0,255.0,False,False,1436,681,
kuenker,720828,pooled_fires,0.0,0.0,253.0,253.0,False,False,2000,946,
kuenker,720375,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,977,
kuenker,736925,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1081,
kuenker,720024,pooled_fires,0.433,0.0,255.0,255.0,False,False,2000,978,
kuenker,724494,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1018,
kuenker,719903,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1034,
kuenker,736022,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1057,
kuenker,719901,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1035,
kuenker,735897,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1073,
kuenker,720019,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,982,
kuenker,328061,pooled_fires,0.0,0.0,255.0,255.0,False,False,2108,1090,
kuenker,724210,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,913,
kuenker,735906,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1071,
kuenker,294543,pooled_fires,0.0,0.0,254.0,254.0,False,False,2000,1018,
kuenker,719922,pooled_fires,0.0,0.0,255.0,255.0,False,False,1987,1039,
kuenker,737541,pooled_fires,0.0,0.0,255.0,255.0,False,False,1641,906,
kuenker,736153,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,694,
kuenker,328302,pooled_fires,0.0,0.0,255.0,255.0,False,False,2639,1397,
kuenker,736222,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1063,
kuenker,328296,pooled_fires,0.0,0.0,255.0,255.0,False,False,2875,1404,
kuenker,737467,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1083,
kuenker,294539,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1019,
kuenker,724059,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,959,
kuenker,724285,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,978,
kuenker,735951,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1062,
kuenker,327519,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,398,
kuenker,719815,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,537,
kuenker,736027,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1077,
kuenker,328041,pooled_fires,0.0,0.0,255.0,255.0,False,False,2987,1199,
kuenker,737001,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1073,
kuenker,724554,pooled_fires,12.062,21.495,165.0,165.0,False,False,2000,669,
kuenker,724441,pooled_fires,0.0,0.0,255.0,255.0,False,False,1566,762,
kuenker,724048,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1091,
kuenker,724608,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,962,
kuenker,735872,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1081,
kuenker,294560,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,510,
kuenker,735754,pooled_fires,0.0,0.0,255.0,255.0,False,False,1198,691,
kuenker,327585,pooled_fires,0.0,0.0,255.0,255.0,False,False,800,393,
kuenker,724392,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,530,
kuenker,723970,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,965,
kuenker,327744,pooled_fires,0.0,0.0,255.0,255.0,False,False,414,417,
kuenker,737240,pooled_fires,0.0,0.0,255.0,255.0,False,False,1637,905,
kuenker,327589,pooled_fires,0.0,0.0,255.0,255.0,False,False,434,403,
kuenker,736054,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1058,
kuenker,720578,pooled_fires,0.0,0.0,255.0,255.0,False,False,1425,359,
kuenker,736279,pooled_fires,0.0,0.0,255.0,255.0,False,False,1849,1029,
kuenker,328245,pooled_fires,0.0,0.0,255.0,255.0,False,False,2861,1400,
kuenker,720312,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1062,
kuenker,724525,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1029,
kuenker,328122,pooled_fires,0.0,0.0,255.0,255.0,False,False,2736,1410,
kuenker,736239,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1048,
kuenker,720726,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,453,
kuenker,736250,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1057,
kuenker,737293,pooled_fires,0.0,0.0,255.0,255.0,False,False,1634,903,
kuenker,736168,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1037,
kuenker,737440,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1065,
kuenker,736066,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1075,
kuenker,724062,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,941,
kuenker,724484,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1069,
kuenker,736568,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,1063,
kuenker,720660,pooled_fires,0.0,0.0,255.0,255.0,False,False,2000,967,
kuenker,328205,pooled_fires,0.0,0.0,255.0,255.0,False,False,2855,1408,
leu,546320,neither,20.218,25.407,223.496,223.496,False,False,1179,800,
leu,497897,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,614,
leu,547943,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,296940,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,603,
leu,562387,pooled_fires,0.0,0.0,255.0,255.0,False,False,1150,558,
leu,565357,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
leu,538534,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,601,
leu,525309,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,604,
leu,347500,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,584,
leu,562043,pooled_fires,6.726,8.683,255.0,255.0,False,False,1179,800,
leu,565893,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,563,
leu,483875,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,601,
leu,474997,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,525,
leu,498569,neither,45.956,58.889,222.037,222.037,False,False,1179,800,
leu,505722,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,608,
leu,501977,pooled_fires,0.3,0.4,255.0,255.0,False,False,1200,607,
leu,547743,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,593,
leu,494649,pooled_fires,0.439,0.49,255.0,255.0,False,False,1200,597,
leu,487575,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,586,
leu,351660,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,586,
leu,560216,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,604,
leu,294815,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,631,
leu,543359,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
leu,350311,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,548,
leu,297318,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,627,
leu,294862,pooled_fires,0.0,0.0,255.0,255.0,False,False,1197,553,
leu,689697,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,593,
leu,490665,neither,29.543,40.527,255.0,255.0,False,False,1179,800,
leu,533343,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,587,
leu,475999,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,562,
leu,527216,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,565,
leu,353696,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,580,
leu,518246,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,592,
leu,494889,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,611,
leu,570138,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,610,
leu,353203,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,685141,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,345210,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,578,
leu,539653,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,606,
leu,553560,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,540,
leu,552857,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,590,
leu,493530,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,574,
leu,545361,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,524,
leu,345462,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,640,
leu,573573,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,589,
leu,572512,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,579,
leu,506094,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,608,
leu,687184,pooled_fires,0.0,0.0,255.0,255.0,False,False,1189,600,
leu,548517,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,593,
leu,549685,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,594,
leu,306948,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,626,
leu,493452,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,557,
leu,485885,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,624,
leu,484027,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,624,
leu,495577,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,559026,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,615,
leu,685835,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
leu,350433,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,563,
leu,559424,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,584,
leu,573951,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,594,
leu,540850,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,545,
leu,540310,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,576,
leu,521812,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,575,
leu,540003,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,588,
leu,365506,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,517167,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,550,
leu,540192,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,618,
leu,489277,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
leu,473867,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
leu,576644,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
leu,536601,neither,29.661,37.732,221.565,221.565,False,False,1179,800,
leu,346263,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,608,
leu,350486,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,566814,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,610,
leu,505382,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,605,
leu,689829,pooled_fires,0.0,0.0,255.0,255.0,False,False,1180,600,
leu,547068,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,529,
leu,547087,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,607,
leu,331702,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,611,
leu,332702,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,651,
leu,332743,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,566,
leu,577220,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,476022,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,586,
leu,550171,pooled_fires,0.49,0.4,255.0,255.0,False,False,1200,620,
leu,503774,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,582,
leu,304511,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,611,
leu,540849,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,588,
leu,349198,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,711,
leu,690335,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,585,
leu,515669,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,561,
leu,551909,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,307687,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,589,
leu,547977,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,606,
leu,495445,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,606,
leu,564870,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,608,
leu,507076,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,627,
leu,539839,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,594,
leu,487120,pooled_fires,0.271,0.466,255.0,255.0,False,False,1200,624,
leu,484964,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,304065,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,347609,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,568,
leu,523043,neither,29.913,35.498,220.649,220.649,False,False,1180,800,
leu,305150,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,565619,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,547,
leu,475664,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,606,
leu,488542,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,617,
leu,531408,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,588,
leu,476621,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,642,
leu,489708,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,581,
leu,333372,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,550,
leu,476423,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,531,
leu,650983,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,587,
leu,575796,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,555,
leu,565557,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,543,
leu,547294,pooled_fires,0.477,0.49,255.0,255.0,False,False,1200,613,
leu,295381,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,569,
leu,481497,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,550,
leu,534982,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,566,
leu,294900,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,651,
leu,304910,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,629,
leu,555185,neither,36.013,39.405,215.175,215.175,False,False,1179,800,
leu,565938,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,593,
leu,548101,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,610,
leu,346177,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,610,
leu,507175,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,558424,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,603,
leu,685315,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
leu,544702,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,665,
leu,509310,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,618,
leu,478801,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,607,
leu,498469,neither,88.018,102.774,221.461,221.461,False,False,1179,800,
leu,563486,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,628,
leu,511602,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,585,
leu,511800,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,347749,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,556,
leu,576766,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
leu,573022,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,542,
leu,525386,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,608,
leu,347781,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,573,
leu,574278,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,585,
leu,566252,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,365716,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,517670,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,575,
leu,518204,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,586,
leu,498311,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,603,
leu,483626,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,590,
leu,547096,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,578,
leu,481706,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,613,
leu,549258,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,569,
leu,520783,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,615,
leu,490388,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,595,
leu,550530,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,591,
leu,350507,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,630,
leu,476757,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,618,
leu,295699,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,592,
leu,352698,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,580,
leu,505247,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,595,
leu,504866,pooled_fires,0.0,0.0,255.0,255.0,False,False,860,800,
leu,296470,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,599,
leu,535464,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,596,
leu,560471,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,551,
leu,486494,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,544665,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,536,
leu,574065,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,553,
leu,575714,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,594,
leu,689556,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,518689,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,595,
leu,555358,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,607,
leu,532412,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,518232,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,605,
leu,481585,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,585,
leu,478484,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,583,
leu,573692,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,642,
leu,507677,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,334060,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,602,
leu,364770,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,600,
leu,502915,pooled_fires,0.347,0.48,255.0,255.0,False,False,1200,629,
leu,495159,pooled_fires,0.271,0.4,255.0,255.0,False,False,1200,589,
leu,304294,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,610,
leu,538544,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,593,
leu,553779,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,592,
leu,540267,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,598,
leu,555914,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,635,
leu,536643,neither,69.439,94.237,1.0,1.0,False,False,1179,800,
leu,687423,pooled_fires,0.0,0.0,255.0,255.0,False,False,1166,600,
leu,514554,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,616,
leu,542634,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,594,
leu,531414,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,578,
leu,513638,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,572,
leu,520740,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,224,
leu,307117,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,588,
leu,550406,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,597,
leu,571335,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,583,
leu,520943,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,615,
leu,542626,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,609,
leu,503831,pooled_fires,0.0,0.0,255.0,255.0,False,False,1200,579,
